benchmark,rng_seed,method,query,mask,boundary_count,status,valid,cache_hit,area,wns,score,incumbent_reward,improvement_over_seed
popcount32,20260923,v2_frozen,13,0x00200000,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,v2_frozen,14,0x02000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,v2_frozen,15,0x7ffa8400,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,v2_frozen,16,0x7fda8050,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,1,0x40000000,1,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,2,0x00100000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,3,0x00000400,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,4,0x0f0cb467,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,5,0x00001000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,6,0x00820800,3,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,7,0x2e074cad,15,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,8,0x01000000,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,9,0x6f6beb67,22,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,10,0x50011611,8,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,11,0x488084c0,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,12,0x00200000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,13,0x00400000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,14,0x10000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260923,count_matched_uniform,15,0x243e969a,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260923,count_matched_uniform,16,0x0a76e2ac,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,1,0x089488c6,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,2,0x6a8800c9,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,3,0x2217c018,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,4,0x0011860a,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,5,0x099002c1,8,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,6,0x208401c8,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,7,0x08208886,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,8,0x090a098a,9,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,9,0x2d810a04,9,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,10,0x00a002a0,5,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v1_learn,11,0x2802000a,5,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v1_learn,12,0x18802a02,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,13,0x20c6c902,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,14,0x0cc12e90,11,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,15,0x088a82c1,9,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v1_learn,16,0x40c1c688,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,1,0x7fe78080,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,2,0x7ffc0c00,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,3,0x02000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_learn,4,0x00000010,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_learn,5,0x7d800000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,6,0x7ff8a200,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,7,0x00000008,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_learn,8,0x7ffd8000,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,9,0x58c80080,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,10,0x7e800000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,11,0x7ffa8080,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,12,0x7fffffa9,27,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,13,0x7ffc1040,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,14,0x69821000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,15,0x7c808000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_learn,16,0x00000800,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_frozen,1,0x7fe78080,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,2,0x7ffc0c00,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,3,0x02000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_frozen,4,0x00000010,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_frozen,5,0x7d800000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,6,0x78888000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,7,0x00000008,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_frozen,8,0x7ffe8000,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,9,0x00900080,3,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,v2_frozen,10,0x7e800000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,11,0x7ffa8080,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,12,0x7fffff89,26,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,13,0x7ffc1040,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,14,0x69821000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,15,0x7c808000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,v2_frozen,16,0x00000800,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,1,0x00000020,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,2,0x40946b7d,15,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,3,0x10000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,4,0x00000004,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,5,0x00004000,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,6,0x050b0300,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,count_matched_uniform,7,0x00000002,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,8,0x63acec41,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,count_matched_uniform,9,0x00002000,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,10,0x520820a0,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,count_matched_uniform,11,0x30000002,3,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,count_matched_uniform,12,0x37f7fbbf,26,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,count_matched_uniform,13,0x305725f8,15,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,14,0x0002ba10,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260924,count_matched_uniform,15,0x00010000,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260924,count_matched_uniform,16,0x00000800,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v1_learn,1,0x0a90a8ca,11,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,2,0x088400c2,6,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,3,0x00c10289,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,4,0x40a189a8,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,5,0x0aa00020,5,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v1_learn,6,0x088288f0,9,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,7,0x20880008,4,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v1_learn,8,0x19022080,6,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,9,0x50801080,5,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,10,0x73c8a88c,14,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v1_learn,11,0x2980a804,8,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,12,0x42a8c0a4,10,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,13,0x00848486,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,14,0x40e86880,9,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,15,0x0084a5be,12,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v1_learn,16,0x200a8880,6,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_learn,1,0x00000002,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_learn,2,0x00000020,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_learn,3,0x20000000,1,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_learn,4,0x5d840000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,5,0x00000800,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_learn,6,0x30bc0000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,7,0x7ffb0800,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,8,0x7ffc8800,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,9,0x7e800000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,10,0x1c20a800,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,11,0x40000000,1,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,12,0x7ffa8800,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,13,0x7c000280,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,14,0x02000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_learn,15,0x08868090,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_learn,16,0x78902000,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,1,0x00000002,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_frozen,2,0x00000020,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_frozen,3,0x20000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_frozen,4,0x5d840000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,5,0x00000800,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_frozen,6,0x30bc0000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,7,0x7ffb0800,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,8,0x7ffc8800,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,9,0x7e800000,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,10,0x0000b000,3,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,11,0x40000000,1,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,12,0x7ffa8800,15,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,13,0x7c000280,7,success,True,True,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,v2_frozen,14,0x02000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_frozen,15,0x000080a0,3,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,v2_frozen,16,0x08808000,3,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,1,0x00000001,1,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,2,0x00080006,3,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,3,0x00000800,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,4,0x05618080,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,5,0x214a3ed6,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,6,0x13440003,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,7,0x4a151f6a,15,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,8,0x7517ec10,15,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,9,0x40a90088,7,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,10,0x20001002,3,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,11,0x00004000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,12,0x40208000,3,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,13,0x1211008a,7,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,14,0x10000000,1,success,True,True,264.67,7.01514,69.88673,69.95253,0.0
popcount32,20260925,count_matched_uniform,15,0x0004000c,3,success,True,False,264.67,7.02172,69.95253,69.95253,0.0
popcount32,20260925,count_matched_uniform,16,0x10024000,3,success,True,False,264.67,7.01514,69.88673,69.95253,0.0
priority32,20260923,v1_learn,1,0x04983900,8,success,True,False,199.234,7.61547,75.955466,76.677648,0.0
priority32,20260923,v1_learn,2,0x020e0289,8,success,True,False,200.83,7.61433,75.94247,76.677648,0.0
priority32,20260923,v1_learn,3,0x420aa2b2,11,success,True,False,197.904,7.68299,76.631996,76.677648,0.0
priority32,20260923,v1_learn,4,0x084084ea,9,success,True,False,193.914,7.55695,75.375586,76.677648,0.0
priority32,20260923,v1_learn,5,0x1b33ba9e,18,success,True,False,201.096,7.65572,76.356104,76.677648,0.0
priority32,20260923,v1_learn,6,0x5a832818,11,success,True,False,192.318,7.59172,75.724882,76.677648,0.0
priority32,20260923,v1_learn,7,0x000e8190,7,success,True,False,199.5,7.62266,76.0271,76.677648,0.0
priority32,20260923,v1_learn,8,0x1188db84,12,success,True,False,202.692,7.64343,76.231608,76.677648,0.0
priority32,20260923,v1_learn,9,0x1462a8b6,13,success,True,False,203.756,7.67184,76.514644,76.677648,0.0
priority32,20260923,v1_learn,10,0x02a81981,9,success,True,False,210.14,7.62203,76.01016,76.677648,0.0
priority32,20260923,v1_learn,11,0x0132b2b8,12,success,True,False,202.692,7.65562,76.353508,76.677648,0.0
priority32,20260923,v1_learn,12,0x12c68081,9,success,True,False,194.712,7.65246,76.329888,76.677648,0.0
priority32,20260923,v1_learn,13,0x11b8d2f0,14,success,True,False,205.618,7.63092,76.103582,76.677648,0.0
priority32,20260923,v1_learn,14,0x036c20a0,9,success,True,False,200.032,7.66027,76.402668,76.677648,0.0
priority32,20260923,v1_learn,15,0x02f0b1b4,13,success,True,False,201.096,7.56387,75.437604,76.677648,0.0
priority32,20260923,v1_learn,16,0x71182090,9,success,True,False,198.436,7.58339,75.635464,76.677648,0.0
priority32,20260923,v2_learn,1,0x10000000,1,success,True,False,206.416,7.6371,76.164584,76.677648,0.0
priority32,20260923,v2_learn,2,0x00080000,1,success,True,False,204.554,7.64878,76.283246,76.677648,0.0
priority32,20260923,v2_learn,3,0x00000200,1,success,True,False,214.928,7.62783,76.063372,76.677648,0.0
priority32,20260923,v2_learn,4,0x02000000,1,success,True,False,201.362,7.5961,75.759638,76.677648,0.0
priority32,20260923,v2_learn,5,0x00000800,1,success,True,False,216.79,7.65169,76.30011,76.677648,0.0
priority32,20260923,v2_learn,6,0x7a808000,7,success,True,False,213.332,7.64215,76.208168,76.677648,0.0
priority32,20260923,v2_learn,7,0x7fdd8800,15,success,True,False,209.874,7.64586,76.248726,76.677648,0.0
priority32,20260923,v2_learn,8,0x08000000,1,success,True,False,210.406,7.596,75.749594,76.677648,0.0
priority32,20260923,v2_learn,9,0x7fffb084,20,success,True,False,190.19,7.54774,75.28721,76.677648,0.0
priority32,20260923,v2_learn,10,0x7fffff8a,26,success,True,False,197.638,7.66784,76.480762,76.677648,0.0
priority32,20260923,v2_learn,11,0x7ffe8000,15,success,True,False,204.82,7.63058,76.10098,76.677648,0.0
priority32,20260923,v2_learn,12,0x00040000,1,success,True,False,210.938,7.62606,76.049662,76.677648,0.0
priority32,20260923,v2_learn,13,0x7fee8040,15,success,True,False,204.288,7.64222,76.217912,76.677648,0.0
priority32,20260923,v2_learn,14,0x40000000,1,success,True,False,205.086,7.64547,76.249614,76.677648,0.0
priority32,20260923,v2_learn,15,0x62408808,7,success,True,False,208.278,7.67001,76.491822,76.677648,0.0
priority32,20260923,v2_learn,16,0x76900000,7,success,True,False,200.564,7.62379,76.037336,76.677648,0.0
priority32,20260923,v2_frozen,1,0x10000000,1,success,True,True,206.416,7.6371,76.164584,76.677648,0.0
priority32,20260923,v2_frozen,2,0x00080000,1,success,True,True,204.554,7.64878,76.283246,76.677648,0.0
priority32,20260923,v2_frozen,3,0x00000200,1,success,True,True,214.928,7.62783,76.063372,76.677648,0.0
priority32,20260923,v2_frozen,4,0x02000000,1,success,True,True,201.362,7.5961,75.759638,76.677648,0.0
priority32,20260923,v2_frozen,5,0x00000800,1,success,True,True,216.79,7.65169,76.30011,76.677648,0.0
priority32,20260923,v2_frozen,6,0x7a808000,7,success,True,True,213.332,7.64215,76.208168,76.677648,0.0
priority32,20260923,v2_frozen,7,0x7fdd8400,15,success,True,False,197.904,7.5969,75.771096,76.677648,0.0
priority32,20260923,v2_frozen,8,0x08000000,1,success,True,True,210.406,7.596,75.749594,76.677648,0.0
priority32,20260923,v2_frozen,9,0x7fea8208,15,success,True,False,211.47,7.66602,76.44873,76.677648,0.0
priority32,20260923,v2_frozen,10,0x7fff0000,15,success,True,False,204.82,7.62218,76.01698,76.677648,0.0
priority32,20260923,v2_frozen,11,0x7ffe8000,15,success,True,True,204.82,7.63058,76.10098,76.677648,0.0
priority32,20260923,v2_frozen,12,0x00010000,1,success,True,False,211.204,7.62347,76.023496,76.677648,0.0
priority32,20260923,v2_frozen,13,0x00100000,1,success,True,False,211.736,7.643,76.218264,76.677648,0.0
priority32,20260923,v2_frozen,14,0x00001000,1,success,True,False,205.086,7.56992,75.494114,76.677648,0.0
priority32,20260923,v2_frozen,15,0x00000008,1,success,True,False,227.962,7.65491,76.321138,76.677648,0.0
priority32,20260923,v2_frozen,16,0x01000000,1,success,True,False,225.302,7.66036,76.378298,76.677648,0.0
priority32,20260923,count_matched_uniform,1,0x40000000,1,success,True,True,205.086,7.64547,76.249614,76.677648,0.0
priority32,20260923,count_matched_uniform,2,0x00100000,1,success,True,True,211.736,7.643,76.218264,76.677648,0.0
priority32,20260923,count_matched_uniform,3,0x00000400,1,success,True,False,217.854,7.63836,76.165746,76.677648,0.0
priority32,20260923,count_matched_uniform,4,0x52008007,7,success,True,False,210.14,7.62305,76.02036,76.677648,0.0
priority32,20260923,count_matched_uniform,5,0x00001000,1,success,True,True,205.086,7.56992,75.494114,76.677648,0.0
priority32,20260923,count_matched_uniform,6,0x18a24800,7,success,True,False,208.012,7.60096,75.801588,76.677648,0.0
priority32,20260923,count_matched_uniform,7,0x00000010,1,success,True,False,218.652,7.61749,75.956248,76.677648,0.0
priority32,20260923,count_matched_uniform,8,0x01000000,1,success,True,True,225.302,7.66036,76.378298,76.677648,0.0
priority32,20260923,count_matched_uniform,9,0x00000002,1,success,True,False,203.49,7.60613,75.85781,76.677648,0.0
priority32,20260923,count_matched_uniform,10,0x50b9163b,15,success,True,False,194.18,7.57166,75.52242,76.677648,0.0
priority32,20260923,count_matched_uniform,11,0x4e908ced,15,success,True,False,194.712,7.66049,76.410188,76.677648,0.0
priority32,20260923,count_matched_uniform,12,0x00200000,1,success,True,False,203.49,7.60194,75.81591,76.677648,0.0
priority32,20260923,count_matched_uniform,13,0x00400000,1,success,True,False,225.036,7.68072,76.582164,76.677648,0.0
priority32,20260923,count_matched_uniform,14,0x10000000,1,success,True,True,206.416,7.6371,76.164584,76.677648,0.0
priority32,20260923,count_matched_uniform,15,0x243e969a,15,success,True,False,204.022,7.54836,75.279578,76.677648,0.0
priority32,20260923,count_matched_uniform,16,0x0a76e2ac,15,success,True,False,201.096,7.65877,76.386604,76.677648,0.0
priority32,20260924,v1_learn,1,0x089489c6,11,success,True,False,200.564,7.67732,76.572636,76.677648,0.0
priority32,20260924,v1_learn,2,0x6e9a81c9,15,success,True,False,194.712,7.59057,75.710988,76.677648,0.0
priority32,20260924,v1_learn,3,0x2277f21c,16,success,True,False,201.894,7.63099,76.108006,76.677648,0.0
priority32,20260924,v1_learn,4,0x0011a62a,9,success,True,False,216.258,7.68875,76.671242,76.677648,0.0
priority32,20260924,v1_learn,5,0x09903ac3,12,success,True,False,195.244,7.6286,76.090756,76.677648,0.0
priority32,20260924,v1_learn,6,0x202445ee,12,success,True,False,199.5,7.64532,76.2537,76.677648,0.0
priority32,20260924,v1_learn,7,0x0825ae86,12,success,True,False,202.692,7.66812,76.478508,76.677648,0.0
priority32,20260924,v1_learn,8,0x0908198e,10,success,True,False,198.702,7.65771,76.378398,76.677648,0.0
priority32,20260924,v1_learn,9,0x2dd58a34,15,success,True,False,198.702,7.68431,76.644398,76.677648,0.0
priority32,20260924,v1_learn,10,0x00a002a0,5,success,True,False,205.618,7.58821,75.676482,76.677648,0.0
priority32,20260924,v1_learn,11,0x2846863a,12,success,True,False,203.756,7.66628,76.459044,76.677648,0.0
priority32,20260924,v1_learn,12,0x1885aa12,11,success,True,False,196.574,7.61769,75.980326,76.677648,0.0
priority32,20260924,v1_learn,13,0x21c7e916,15,success,True,False,202.958,7.6473,76.270042,76.677648,0.0
priority32,20260924,v1_learn,14,0x2c512e96,14,success,True,False,199.234,7.60791,75.879866,76.677648,0.0
priority32,20260924,v1_learn,15,0x080e86cb,12,success,True,False,208.81,7.66611,76.45229,76.677648,0.0
priority32,20260924,v1_learn,16,0x4049c6aa,12,success,True,False,200.298,7.59175,75.717202,76.677648,0.0
priority32,20260924,v2_learn,1,0x00002000,1,success,True,False,211.736,7.65976,76.385864,76.677648,0.0
priority32,20260924,v2_learn,2,0x7f800000,8,success,True,False,218.386,7.63698,76.151414,76.677648,0.0
priority32,20260924,v2_learn,3,0x04000000,1,success,True,False,216.524,7.61254,75.908876,76.677648,0.0
priority32,20260924,v2_learn,4,0x00000008,1,success,True,True,227.962,7.65491,76.321138,76.677648,0.0
priority32,20260924,v2_learn,5,0x00004000,1,success,True,False,217.056,7.63723,76.155244,76.677648,0.0
priority32,20260924,v2_learn,6,0x7ff8a200,15,success,True,False,195.51,7.59524,75.75689,76.677648,0.0
priority32,20260924,v2_learn,7,0x00000200,1,success,True,True,214.928,7.62783,76.063372,76.677648,0.0
priority32,20260924,v2_learn,8,0x7a808000,7,success,True,True,213.332,7.64215,76.208168,76.677648,0.0
priority32,20260924,v2_learn,9,0x588a0080,7,success,True,False,205.352,7.61191,75.913748,76.677648,0.0
priority32,20260924,v2_learn,10,0x00400000,1,success,True,True,225.036,7.68072,76.582164,76.677648,0.0
priority32,20260924,v2_learn,11,0x7ffa8080,15,success,True,False,195.244,7.6383,76.187756,76.677648,0.0
priority32,20260924,v2_learn,12,0x7e800000,7,success,True,False,201.362,7.61041,75.902738,76.677648,0.0
priority32,20260924,v2_learn,13,0x00000001,1,success,True,False,207.214,7.61351,75.927886,76.677648,0.0
priority32,20260924,v2_learn,14,0x69808800,7,success,True,False,202.16,7.64514,76.24924,76.677648,0.0
priority32,20260924,v2_learn,15,0x7c808000,7,success,True,False,203.756,7.62767,76.072944,76.677648,0.0
priority32,20260924,v2_learn,16,0x00000800,1,success,True,True,216.79,7.65169,76.30011,76.677648,0.0
priority32,20260924,v2_frozen,1,0x00002000,1,success,True,True,211.736,7.65976,76.385864,76.677648,0.0
priority32,20260924,v2_frozen,2,0x7fff0000,15,success,True,True,204.82,7.62218,76.01698,76.677648,0.0
priority32,20260924,v2_frozen,3,0x04000000,1,success,True,True,216.524,7.61254,75.908876,76.677648,0.0
priority32,20260924,v2_frozen,4,0x00000008,1,success,True,True,227.962,7.65491,76.321138,76.677648,0.0
priority32,20260924,v2_frozen,5,0x7ffd8000,15,success,True,False,206.15,7.57757,75.56955,76.677648,0.0
priority32,20260924,v2_frozen,6,0x7ff8a200,15,success,True,True,195.51,7.59524,75.75689,76.677648,0.0
