width,seed,v3_hybrid_gain,frozen_hybrid_gain,hybrid_learning_effect,v3_global_gain,uniform_local_gain,global_minus_local
16,32001,0.4541719999999998,0.4541719999999998,0.0,0.231182000000004,0.1166160000000076,0.11456599999999639
16,32002,0.16123199999999827,0.16123199999999827,0.0,0.23882000000000403,0.3641160000000099,-0.12529600000000585
16,32003,0.1166160000000076,0.1166160000000076,0.0,0.2018200000000121,0.1166160000000076,0.0852040000000045
64,32001,0.12277999999999167,0.12277999999999167,0.0,0.0,0.12277999999999167,-0.12277999999999167
64,32002,0.10627999999999815,0.10627999999999815,0.0,0.1151479999999907,0.10627999999999815,0.008867999999992549
64,32003,0.025263999999992848,0.025263999999992848,0.0,0.0,0.0594639999999913,-0.0594639999999913
